,game_id,game_name,score,tone,strategy based gameplay,game design,difficulty,skill based gameplay,enjoyment,luck based gameplay,world building,ignore,visuals,technical performance,innovative,playthrough time,value,narrative,multiplayer,sound track
74,74,Skul: The Hero Slayer,81.22727272727273,0.7783,0.7964,0.836,,,0.8555,,,0.3404,0.6369,,,,,0.4296333333333333,,
75,75,Ruined King: A League of Legends Story,81.15384615384616,,,0.875,,,,,,,,0.3612,,,0.2263,0.7351,,
76,76,Halo Infinite,80.6,,,,,,0.6908,,0.4588,0.3612,,,,0.6908,,,,
77,77,Impostor Factory,80.15384615384616,,,0.42819999999999997,,,,,,,,,,,,,,
78,78,The Legend of Tianding,81.22222222222223,,0.3182,0.159225,,-0.743,0.4939,,,-0.2827,,,,,,,,
79,79,Dandy Ace,80.0,,0.34,,,,,,,0.0,,-0.4019,,,,0.5994,,
80,80,Diablo II: Resurrected,80.31818181818181,,,,,,0.6029,,,0.1806,,,0.3612,,,,,
81,81,The Artful Escape,79.53571428571429,,,0.2787,,,,,,,,,,,,0.0,,
82,82,Final Fantasy Pixel Remaster,79.83333333333333,,,,,,,,0.1027,,,,0.4404,,,,,
83,83,Dreamscaper,79.1,,,,,,,,,0.20095,,,,,,,,
84,84,Knockout City,77.7,,,0.0,,,0.3182,,,0.3182,0.0,,,,,,,
85,85,NieR Replicant ver.1.22474487139...,80.0,,,,,,,,,,,0.0,,0.0,,,,
86,86,Essays on Empathy,79.54545454545455,,,,,,,,0.0,,,,,,,,,
87,87,The Life and Suffering of Sir Brante,80.38461538461539,,,,,,0.3291,,,,,,0.0,,,,,
88,88,Scarlet Nexus,79.375,,,,,,,,0.6908,0.0,,0.0,,,,,,
89,89,LEGO Builder's Journey,79.21428571428571,,,,,-0.3182,,,,-0.34,,,0.0,,,0.1591,,
90,90,Time Loader,79.28571428571429,,,,,,,,,,,,,,,,,
91,91,Gloomhaven,78.5,,,0.7506,,,,,,,,,0.0,,,,,
92,92,TOEM,80.66666666666667,,,0.49666666666666665,,,0.4767,,,0.5178666666666666,,,0.3038,,0.5423,,,
93,93,The Eternal Cylinder,82.5,0.4939,0.5106,-0.34,,-0.5267,0.6890666666666667,,,-0.08760000000000001,,,,,,,,
94,94,Ocean's Heart,79.7,,,0.2732,,,,,0.7184,0.4404,,,0.7184,0.0,,,,
95,95,Hell Let Loose,79.23076923076923,,,,,,,,,0.1806,,,0.0,0.6369,0.2944,,,
96,96,Shin Megami Tensei III: Nocturne HD Remaster,78.92307692307692,,,0.0,,,0.4693333333333334,,0.6124,0.01544,,0.0,,0.6249,,0.17020000000000002,,
97,97,The Vale: Shadow of the Crown,79.66666666666667,,,0.802,,,0.4019,,,,,,,,,,,
98,98,Final Fantasy III Pixel Remaster,78.8,,,,,0.6908,,,,,,,0.0,,,0.31245,,
99,99,Wolfstride,78.75,,,-0.34,,-0.34,0.4767,,,0.0,,0.5859,0.4767,,,,,
100,100,Crysis Remastered Trilogy,78.7,,,,,,,,,,,,,,,,,
101,101,Golf Club: Wasteland,78.7,,,,,,,,,,,,,,0.0,,,
102,102,Road 96,79.14285714285714,,,0.3182,,,,,,,,,0.0,,,,,
103,103,Super Robot Wars 30,78.57142857142857,,,0.521,,,0.4767,,0.128,0.6486,,,0.5859,,,,,
104,104,Blizzard Arcade Collection,78.57142857142857,,,,,,,,,-0.6306,,,,,,0.4767,,
105,105,Curse of the Dead Gods,78.35,-0.31295,,0.4632,,,-0.4585,,,0.26487499999999997,,,,0.624,,,,
106,106,Axiom Verge 2,79.5,,,,,,,,,0.0,,,,,,,,
107,107,Grow: Song of the Evertree,78.2,0.0,,,,,,,,,,,,0.3182,,0.0,,
108,108,Happy Game,77.75,,,0.7964,,,,,,0.4019,,,,,,0.6249,,
109,109,Adios,78.33333333333333,,,,,,,,,0.0,,,,,,,,
110,110,Farming Simulator 22,78.18181818181819,,,,,,,,0.2411,,,,,,,,,
111,111,Lost in Random,78.2,,,-0.14450000000000002,,,,,,0.1591,,,0.0,,0.2263,0.0,,
112,112,Lone Echo II,80.76923076923077,,,,,,,,,0.0,,0.0,,,,,,
113,113,GTFO,77.08333333333333,,,,,,,,,,,,,,0.2263,,,
114,114,Riders Republic,79.1304347826087,,,0.31845,,,0.1779,,,-0.1531,,,,-0.5334,,0.5291,,
115,115,Unbound: Worlds Apart,79.07692307692308,,,0.0,,,,,,,,,,,,,,
116,116,Blue Reflection: Second Light,77.88888888888889,,,-0.25,-0.25,,,,,-0.17754999999999999,,,0.0,,-0.0258,0.0,,
117,117,Vesper,77.88888888888889,0.7096,,0.1909,,,,,,0.4496,,,,0.0,,0.4404,,
118,118,Marvel's Guardians of the Galaxy,77.91666666666667,,,0.6249,,,,,,,,,,,,,,
119,119,Jupiter Hell,78.72222222222223,,,0.5044666666666666,,,0.5859,,,0.26463333333333333,,,-0.2023,,-0.0772,-0.296,,
120,120,Solar Ash,78.83333333333333,,,0.34,0.5859,,0.5859,,,0.14955000000000002,0.0,,0.0,0.0,,,,
121,121,Humankind,79.14814814814815,,,0.4019,0.4019,,0.7506,,,0.0,,,,,,,,
122,122,Wytchwood,77.625,,,0.10115,0.0,,0.3182,,,0.3182,,,,0.3818,,-0.296,,
123,123,Hot Wheels Unleashed,77.625,,,0.262825,,,0.5574,,,-0.18006666666666668,,-0.5499,0.0,,,0.5574,,
124,124,Roguebook,78.20833333333333,,,0.61215,0.6249,,0.1333,,,0.0,0.7579,,,0.4588,0.4588,0.0,,
125,125,DOOM Eternal: The Ancient Gods Part Two,76.33333333333333,,,,,,0.4865285714285715,,,,0.8826,,,,,0.8074,,
126,126,Fights in Tight Spaces,80.46666666666667,,,0.802,,,,,,0.2787,,,,,,,,
127,127,Lemnis Gate,76.9090909090909,,,,,,,,0.5719,0.0,,,,,,,,
128,128,Sherlock Holmes: Chapter One,76.95454545454545,,,0.66845,,,0.3291,,,0.0,,,,,,,,
129,129,Orcs Must Die! 3,77.5,,,0.19063333333333332,,,0.5719,,,0.31845,,,,0.0,,,,
130,130,Steel Assault,77.71428571428571,,,0.3715,,,,,,0.28595,0.6249,,,,,0.4215,,
131,131,Back 4 Blood,76.91111111111111,,,0.5719,,,0.5563,,,0.6369,,,,,,,,
132,132,Dodgeball Academia,77.2,,0.0,0.08895,,0.0,,,0.0,0.1909,,,,,,0.0,,
133,133,Before Your Eyes,79.8,,,0.29846666666666666,,,,,,0.7287,,,,,,0.3612,,
134,134,Genesis Noir,76.84210526315789,,,0.47155,,,0.2023,,,0.4939,,,,,,0.4939,0.3182,
135,135,Olija,76.89285714285714,,,0.2732,,,0.3182,,,0.0,,,,,,,,
136,136,Solasta: Crown of the Magister,76.8125,-0.1779,,,,,,,,,,,,,,,,
137,137,Jurassic World Evolution 2,76.96,,0.4404,0.4404,,,0.6808,,,0.34,,,,,,,0.0,
138,138,The Big Con,77.15384615384616,,,0.743,,,,,,0.2732,,,,,,,,
139,139,Final Fantasy II Pixel Remaster,76.5,,,,,,0.7845,,,0.2263,,,,,0.2263,,0.743,
140,140,Sable,76.0,,,0.4215,,,,,,,,,,,,,,
141,141,Persona 5 Strikers,79.3125,-0.4767,,,,,,,,-0.033120000000000004,,,,0.5994,,,,
142,142,Eldest Souls,75.38461538461539,,,,0.2732,,,,,0.1477333333333333,,,,,,,,
143,143,Far Cry 6 - Vaas: Insanity,75.9090909090909,,,0.7184,,,,,,0.1531,,,,,,,0.7184,
144,144,Room to Grow,76.875,,,,,,,,,0.6027,0.6369,,,,,,,
145,145,Curious Expedition 2,75.21428571428571,,,,,,0.6249,,,,,,0.3612,,,0.0,,
146,146,Twelve Minutes,75.65,,,,,,,,0.0,0.0,,,,,,,,
147,147,Days Gone,76.68085106382979,,0.0,-0.10704999999999998,,,0.4019,,,,,,,0.0386,,,,
